user_id,signup_date,test_date,browser,test,pages_visited
5338,2015-01-01,2015-08-15,Firefox,0,2
5363,2015-01-01,2015-08-04,Safari,1,5
5539,2015-01-01,2015-08-17,Chrome,0,7
5550,2015-01-01,2015-08-30,Chrome,1,4
5579,2015-01-01,2015-08-27,Chrome,0,5
5631,2015-01-01,2015-08-18,Chrome,1,5
5691,2015-01-01,2015-08-26,Chrome,1,4
5955,2015-01-01,2015-08-19,Chrome,1,1
6001,2015-01-01,2015-08-18,Safari,1,1
6136,2015-01-01,2015-08-31,IE,0,2
6652,2015-01-01,2015-08-28,IE,0,6
6749,2015-01-01,2015-08-17,IE,1,4
6811,2015-01-01,2015-08-13,IE,0,3
6834,2015-01-01,2015-08-21,Chrome,0,1
6840,2015-01-01,2015-08-19,IE,1,7
6933,2015-01-01,2015-08-31,IE,1,10
7204,2015-01-01,2015-08-22,IE,0,3
7447,2015-01-01,2015-08-06,Chrome,0,4
7462,2015-01-01,2015-08-13,IE,1,2
7559,2015-01-01,2015-08-26,Firefox,1,7
7696,2015-01-01,2015-08-30,IE,0,8
7712,2015-01-01,2015-08-30,Chrome,0,4
7832,2015-01-01,2015-08-19,IE,1,5
7841,2015-01-01,2015-08-18,Chrome,0,3
7950,2015-01-01,2015-08-12,Chrome,1,4
8217,2015-01-01,2015-08-19,IE,0,2
8327,2015-01-01,2015-08-04,Chrome,0,7
8340,2015-01-01,2015-08-22,Chrome,0,9
8344,2015-01-01,2015-08-08,Firefox,1,5
8449,2015-01-01,2015-08-12,Firefox,1,6
8556,2015-01-01,2015-08-27,Safari,1,2
8641,2015-01-01,2015-08-06,Firefox,0,2
8754,2015-01-01,2015-08-24,Chrome,1,5
8873,2015-01-01,2015-08-05,IE,1,5
8922,2015-01-01,2015-08-11,Firefox,0,9
8948,2015-01-01,2015-08-20,Chrome,1,3
8992,2015-01-01,2015-08-14,Chrome,0,4
9114,2015-01-01,2015-08-21,Safari,1,3
9192,2015-01-01,2015-08-18,Chrome,1,6
9260,2015-01-01,2015-08-10,IE,1,4
9419,2015-01-01,2015-08-03,IE,0,2
9429,2015-01-01,2015-08-04,Firefox,0,7
9436,2015-01-01,2015-08-21,Firefox,0,6
9520,2015-01-01,2015-08-10,Safari,0,1
9535,2015-01-01,2015-08-15,IE,0,1
9597,2015-01-01,2015-08-25,Chrome,0,4
9676,2015-01-01,2015-08-02,Firefox,1,7
9734,2015-01-01,2015-08-04,Firefox,1,4
9830,2015-01-01,2015-08-09,Chrome,0,4
9903,2015-01-01,2015-08-19,IE,0,1
9916,2015-01-01,2015-08-07,Safari,1,2
9930,2015-01-01,2015-08-25,Chrome,1,5
10184,2015-01-01,2015-08-19,IE,1,5
10341,2015-01-01,2015-08-29,Firefox,0,1
10462,2015-01-01,2015-08-13,Firefox,0,4
10481,2015-01-01,2015-08-04,Chrome,1,5
10509,2015-01-01,2015-08-05,Firefox,1,2
10518,2015-01-01,2015-08-17,Firefox,1,3
10579,2015-01-01,2015-08-06,Chrome,1,4
10631,2015-01-01,2015-08-13,Safari,1,3
10730,2015-01-01,2015-08-18,Chrome,1,6
10752,2015-01-01,2015-08-30,Firefox,1,6
10800,2015-01-01,2015-08-17,Chrome,0,1
11043,2015-01-01,2015-08-09,IE,0,5
11102,2015-01-01,2015-08-04,Chrome,0,5
11213,2015-01-01,2015-08-23,Chrome,0,8
11227,2015-01-01,2015-08-31,Chrome,0,9
11233,2015-01-01,2015-08-10,Safari,0,10
11243,2015-01-01,2015-08-13,Firefox,0,3
11353,2015-01-01,2015-08-15,Safari,1,4
11367,2015-01-01,2015-08-06,Firefox,0,7
11391,2015-01-01,2015-08-04,IE,0,3
11485,2015-01-01,2015-08-24,Chrome,1,9
11487,2015-01-01,2015-08-08,Safari,0,4
11759,2015-01-01,2015-08-17,IE,1,4
12011,2015-01-01,2015-08-28,Firefox,1,4
12086,2015-01-01,2015-08-05,IE,0,4
12142,2015-01-01,2015-08-24,Firefox,0,3
12150,2015-01-01,2015-08-30,IE,1,4
12445,2015-01-01,2015-08-13,Firefox,0,2
12455,2015-01-01,2015-08-27,Chrome,1,5
12572,2015-01-01,2015-08-25,Firefox,1,3
12672,2015-01-01,2015-08-01,Firefox,1,7
12786,2015-01-01,2015-08-21,Firefox,1,7
12804,2015-01-01,2015-08-16,Chrome,0,1
13246,2015-01-01,2015-08-04,Chrome,1,4
13253,2015-01-01,2015-08-07,IE,1,5
13342,2015-01-01,2015-08-10,Chrome,1,6
13347,2015-01-01,2015-08-13,Chrome,1,6
13464,2015-01-01,2015-08-30,IE,0,5
13723,2015-01-01,2015-08-05,Chrome,0,9
13786,2015-01-01,2015-08-09,IE,1,6
13880,2015-01-01,2015-08-06,IE,0,10
13887,2015-01-01,2015-08-24,Chrome,0,3
13896,2015-01-01,2015-08-18,Firefox,1,5
14026,2015-01-01,2015-08-19,Safari,1,7
14167,2015-01-01,2015-08-19,IE,0,4
14303,2015-01-01,2015-08-09,Firefox,1,1
14332,2015-01-01,2015-08-30,Firefox,0,6
14782,2015-01-01,2015-08-04,Firefox,1,4
14833,2015-01-01,2015-08-11,IE,0,3
15004,2015-01-01,2015-08-11,Firefox,0,2
15021,2015-01-01,2015-08-14,Chrome,0,1
15071,2015-01-01,2015-08-21,Chrome,1,3
15075,2015-01-01,2015-08-05,Chrome,0,3
15094,2015-01-01,2015-08-21,Firefox,1,4
15220,2015-01-01,2015-08-18,Chrome,1,6
15243,2015-01-01,2015-08-31,IE,0,4
15244,2015-01-01,2015-08-18,IE,0,1
15386,2015-01-01,2015-08-09,IE,0,4
15415,2015-01-01,2015-08-20,Safari,0,3
15522,2015-01-01,2015-08-29,IE,0,8
15685,2015-01-01,2015-08-16,Firefox,1,4
15709,2015-01-01,2015-08-09,Chrome,0,4
15777,2015-01-01,2015-08-25,Chrome,1,3
15781,2015-01-01,2015-08-25,Firefox,0,8
15852,2015-01-01,2015-08-30,Safari,0,1
15862,2015-01-01,2015-08-07,Firefox,0,10
16075,2015-01-01,2015-08-20,Firefox,1,4
16122,2015-01-01,2015-08-14,Chrome,0,5
16245,2015-01-01,2015-08-05,Chrome,0,2
16315,2015-01-01,2015-08-21,Chrome,0,3
16326,2015-01-01,2015-08-16,Safari,0,9
16468,2015-01-01,2015-08-11,IE,1,3
16562,2015-01-01,2015-08-01,Safari,0,3
16629,2015-01-01,2015-08-20,Chrome,1,3
16701,2015-01-01,2015-08-27,Chrome,0,10
16760,2015-01-01,2015-08-07,Chrome,0,5
16958,2015-01-01,2015-08-21,Chrome,0,3
16980,2015-01-01,2015-08-19,Chrome,1,5
17228,2015-01-01,2015-08-01,Chrome,0,2
17598,2015-01-01,2015-08-03,Safari,0,6
17632,2015-01-01,2015-08-24,Firefox,0,6
17817,2015-01-01,2015-08-27,Chrome,0,7
17823,2015-01-01,2015-08-26,Chrome,0,6
17978,2015-01-01,2015-08-10,Firefox,0,2
17996,2015-01-01,2015-08-13,IE,1,2
18082,2015-01-01,2015-08-20,Safari,1,4
18148,2015-01-01,2015-08-04,Chrome,1,5
18268,2015-01-01,2015-08-13,Chrome,1,6
18296,2015-01-01,2015-08-15,Chrome,1,7
18397,2015-01-01,2015-08-21,IE,0,5
18649,2015-01-01,2015-08-26,Chrome,1,10
18873,2015-01-01,2015-08-25,IE,0,2
18933,2015-01-01,2015-08-13,Firefox,1,3
19090,2015-01-01,2015-08-18,Chrome,0,8
19218,2015-01-01,2015-08-17,Safari,1,8
19264,2015-01-01,2015-08-12,Chrome,1,3
19301,2015-01-01,2015-08-02,Chrome,0,7
19427,2015-01-01,2015-08-28,Chrome,0,4
19550,2015-01-01,2015-08-19,IE,1,3
19676,2015-01-01,2015-08-04,Safari,0,8
19694,2015-01-01,2015-08-26,Chrome,0,1
19866,2015-01-01,2015-08-27,Chrome,0,3
19926,2015-01-01,2015-08-10,Firefox,0,4
19936,2015-01-01,2015-08-08,Chrome,0,7
20096,2015-01-01,2015-08-31,IE,0,7
20118,2015-01-01,2015-08-09,IE,1,6
20160,2015-01-01,2015-08-26,Firefox,0,2
20204,2015-01-01,2015-08-13,Firefox,0,5
20266,2015-01-01,2015-08-28,Firefox,0,4
20269,2015-01-01,2015-08-06,Chrome,0,7
20490,2015-01-01,2015-08-06,Chrome,1,6
20519,2015-01-01,2015-08-09,Firefox,0,8
20610,2015-01-01,2015-08-22,Chrome,0,7
20685,2015-01-01,2015-08-06,IE,0,7
20832,2015-01-01,2015-08-06,IE,0,6
20893,2015-01-01,2015-08-05,IE,1,6
20962,2015-01-01,2015-08-25,Chrome,0,9
21052,2015-01-01,2015-08-26,Chrome,1,3
21083,2015-01-01,2015-08-07,Firefox,1,5
21266,2015-01-01,2015-08-29,Chrome,1,4
21367,2015-01-01,2015-08-23,Firefox,0,2
21459,2015-01-01,2015-08-13,Chrome,1,6
21517,2015-01-01,2015-08-19,Chrome,0,8
21589,2015-01-01,2015-08-17,Chrome,0,3
21599,2015-01-01,2015-08-27,Chrome,0,1
21630,2015-01-01,2015-08-31,Chrome,1,1
21978,2015-01-01,2015-08-24,Firefox,1,7
22066,2015-01-01,2015-08-31,Firefox,1,7
22093,2015-01-01,2015-08-02,Firefox,0,5
22125,2015-01-01,2015-08-16,Firefox,0,9
22305,2015-01-01,2015-08-27,IE,1,2
22432,2015-01-01,2015-08-18,IE,0,6
22470,2015-01-01,2015-08-09,Firefox,0,8
22518,2015-01-01,2015-08-13,Chrome,1,5
22645,2015-01-01,2015-08-03,IE,0,6
22786,2015-01-01,2015-08-25,Safari,1,5
22820,2015-01-01,2015-08-10,Chrome,1,5
22914,2015-01-01,2015-08-16,Firefox,1,4
22919,2015-01-01,2015-08-10,Safari,1,5
23038,2015-01-01,2015-08-11,Chrome,0,3
23065,2015-01-01,2015-08-10,Chrome,0,4
23216,2015-01-01,2015-08-20,IE,0,5
23366,2015-01-01,2015-08-14,Firefox,0,7
23424,2015-01-01,2015-08-26,Safari,0,5
23876,2015-01-01,2015-08-27,IE,0,8
23911,2015-01-01,2015-08-28,IE,1,7
23924,2015-01-01,2015-08-22,Firefox,1,7
24126,2015-01-01,2015-08-29,Chrome,0,4
24292,2015-01-01,2015-08-12,Chrome,1,4
24316,2015-01-01,2015-08-08,Chrome,1,7
24340,2015-01-01,2015-08-14,IE,1,4
24379,2015-01-01,2015-08-05,Safari,1,3
24676,2015-01-01,2015-08-05,Firefox,1,7
24682,2015-01-01,2015-08-24,Firefox,0,4
24683,2015-01-01,2015-08-11,Chrome,1,6
24684,2015-01-01,2015-08-20,Firefox,0,8
24772,2015-01-01,2015-08-12,IE,1,6
24823,2015-01-01,2015-08-01,IE,1,6
24825,2015-01-01,2015-08-06,Firefox,1,7
24844,2015-01-01,2015-08-23,Chrome,1,3
24877,2015-01-01,2015-08-25,IE,0,4
24990,2015-01-01,2015-08-22,IE,1,9
25159,2015-01-01,2015-08-27,Firefox,0,6
25167,2015-01-01,2015-08-24,Firefox,1,7
25170,2015-01-01,2015-08-06,Firefox,0,1
25400,2015-01-01,2015-08-11,Chrome,0,4
25413,2015-01-01,2015-08-07,Chrome,1,7
25670,2015-01-01,2015-08-23,Firefox,0,7
25700,2015-01-01,2015-08-02,Chrome,1,3
25760,2015-01-01,2015-08-05,Firefox,1,6
25784,2015-01-01,2015-08-17,Firefox,0,5
25875,2015-01-01,2015-08-29,IE,0,10
25896,2015-01-01,2015-08-01,IE,1,2
25984,2015-01-01,2015-08-06,Chrome,0,1
26087,2015-01-01,2015-08-03,Chrome,0,4
26112,2015-01-01,2015-08-09,Chrome,1,2
26174,2015-01-01,2015-08-12,Chrome,1,6
26175,2015-01-01,2015-08-08,IE,1,6
26254,2015-01-01,2015-08-01,Chrome,1,4
26292,2015-01-01,2015-08-13,Chrome,0,1
26296,2015-01-01,2015-08-16,Chrome,0,5
26331,2015-01-01,2015-08-31,Safari,0,12
26460,2015-01-01,2015-08-24,Firefox,0,4
26514,2015-01-01,2015-08-14,IE,1,4
26556,2015-01-01,2015-08-27,Chrome,1,9
26565,2015-01-01,2015-08-03,Chrome,0,4
26622,2015-01-01,2015-08-13,Chrome,0,3
26783,2015-01-01,2015-08-17,Chrome,1,4
26846,2015-01-01,2015-08-20,IE,0,5
27019,2015-01-01,2015-08-27,IE,0,3
27194,2015-01-01,2015-08-19,Chrome,1,4
27201,2015-01-01,2015-08-14,Safari,0,2
27263,2015-01-01,2015-08-08,Firefox,1,3
27464,2015-01-01,2015-08-05,Chrome,1,7
27477,2015-01-01,2015-08-03,Chrome,0,1
27521,2015-01-01,2015-08-25,IE,1,4
27562,2015-01-01,2015-08-04,Chrome,1,3
27670,2015-01-01,2015-08-29,Chrome,1,4
27755,2015-01-01,2015-08-29,Chrome,1,4
27889,2015-01-01,2015-08-28,Safari,0,6
27984,2015-01-01,2015-08-20,Firefox,0,5
28099,2015-01-01,2015-08-31,Chrome,0,7
28248,2015-01-01,2015-08-31,Chrome,1,5
28273,2015-01-01,2015-08-07,Firefox,1,6
28282,2015-01-01,2015-08-15,Chrome,1,1
28482,2015-01-01,2015-08-20,Firefox,0,3
28559,2015-01-01,2015-08-01,Chrome,0,6
28678,2015-01-01,2015-08-23,Firefox,0,1
28846,2015-01-01,2015-08-18,IE,0,6
28871,2015-01-01,2015-08-04,Safari,0,1
28904,2015-01-01,2015-08-04,Chrome,0,3
28999,2015-01-01,2015-08-03,Chrome,0,4
29010,2015-01-01,2015-08-21,Firefox,0,6
29029,2015-01-01,2015-08-29,Firefox,1,4
29333,2015-01-01,2015-08-02,IE,0,1
29455,2015-01-01,2015-08-18,Safari,1,5
29612,2015-01-01,2015-08-05,Chrome,1,2
29626,2015-01-01,2015-08-24,Chrome,1,3
29684,2015-01-01,2015-08-10,Chrome,1,5
29789,2015-01-01,2015-08-12,Chrome,1,7
29809,2015-01-01,2015-08-12,IE,1,5
29959,2015-01-01,2015-08-15,Chrome,1,4
30311,2015-01-01,2015-08-06,Chrome,0,1
30312,2015-01-01,2015-08-23,Firefox,1,3
30332,2015-01-01,2015-08-16,Safari,0,6
30377,2015-01-01,2015-08-24,IE,0,4
30438,2015-01-01,2015-08-11,Chrome,0,5
30450,2015-01-01,2015-08-26,IE,0,9
30586,2015-01-01,2015-08-09,Firefox,0,1
30746,2015-01-01,2015-08-15,Chrome,0,6
30881,2015-01-01,2015-08-21,Chrome,0,2
31217,2015-01-01,2015-08-06,Firefox,1,5
31364,2015-01-01,2015-08-07,Safari,0,4
31398,2015-01-01,2015-08-08,Chrome,1,10
31414,2015-01-01,2015-08-12,Chrome,1,7
31426,2015-01-01,2015-08-19,IE,0,6
31483,2015-01-01,2015-08-13,Safari,1,10
31626,2015-01-01,2015-08-28,Chrome,0,6
31744,2015-01-01,2015-08-16,Firefox,1,1
31764,2015-01-01,2015-08-05,Chrome,0,6
31786,2015-01-01,2015-08-06,Chrome,1,6
31876,2015-01-01,2015-08-11,Safari,1,4
32034,2015-01-01,2015-08-10,Safari,0,4
32096,2015-01-01,2015-08-26,Chrome,1,2
32171,2015-01-01,2015-08-06,Chrome,1,9
32270,2015-01-01,2015-08-02,Firefox,1,1
32292,2015-01-01,2015-08-14,IE,0,6
32405,2015-01-01,2015-08-12,Firefox,0,2
32461,2015-01-01,2015-08-29,Safari,1,4
32554,2015-01-01,2015-08-15,Firefox,0,7
32650,2015-01-01,2015-08-11,Chrome,0,6
32677,2015-01-01,2015-08-30,Firefox,1,1
32738,2015-01-01,2015-08-28,Chrome,0,2
32758,2015-01-01,2015-08-12,Firefox,0,7
32933,2015-01-01,2015-08-20,Safari,1,7
32935,2015-01-01,2015-08-28,Chrome,1,6
32947,2015-01-01,2015-08-24,IE,0,9
33015,2015-01-01,2015-08-17,Firefox,0,1
33155,2015-01-01,2015-08-12,Chrome,1,5
33209,2015-01-01,2015-08-04,Firefox,1,8
33271,2015-01-01,2015-08-09,Firefox,1,4
33384,2015-01-01,2015-08-13,Safari,0,1
33509,2015-01-01,2015-08-16,IE,1,7
33576,2015-01-01,2015-08-07,Safari,0,4
33613,2015-01-01,2015-08-20,Firefox,0,2
33679,2015-01-01,2015-08-27,IE,0,5
33703,2015-01-01,2015-08-24,Chrome,1,9
33743,2015-01-01,2015-08-10,Firefox,0,8
33859,2015-01-01,2015-08-10,Firefox,0,3
33909,2015-01-01,2015-08-31,IE,1,5
34065,2015-01-01,2015-08-27,Chrome,0,5
34102,2015-01-01,2015-08-31,IE,0,7
34114,2015-01-01,2015-08-30,Chrome,0,3
34394,2015-01-01,2015-08-05,Firefox,0,3
34418,2015-01-01,2015-08-20,Chrome,0,10
34553,2015-01-01,2015-08-16,IE,0,4
34693,2015-01-01,2015-08-31,IE,1,2
34888,2015-01-01,2015-08-18,Chrome,1,5
35032,2015-01-01,2015-08-22,Chrome,1,6
35241,2015-01-01,2015-08-08,Chrome,0,6
35297,2015-01-01,2015-08-23,Chrome,0,2
35454,2015-01-01,2015-08-31,Chrome,0,2
35542,2015-01-01,2015-08-11,Firefox,0,5
35637,2015-01-01,2015-08-11,IE,0,8
35641,2015-01-01,2015-08-03,Chrome,1,8
35743,2015-01-01,2015-08-03,Chrome,0,3
35752,2015-01-01,2015-08-08,Chrome,1,5
35983,2015-01-01,2015-08-26,Firefox,0,8
36011,2015-01-01,2015-08-27,IE,0,7
36068,2015-01-01,2015-08-30,Safari,1,6
36114,2015-01-01,2015-08-14,IE,1,4
36141,2015-01-01,2015-08-05,Firefox,1,1
36177,2015-01-01,2015-08-30,IE,1,9
36219,2015-01-01,2015-08-10,IE,1,4
36239,2015-01-01,2015-08-28,IE,0,1
36254,2015-01-02,2015-08-27,Firefox,0,4
36262,2015-01-02,2015-08-10,Chrome,0,8
36265,2015-01-02,2015-08-21,Firefox,0,1
36356,2015-01-02,2015-08-29,Firefox,0,4
36361,2015-01-02,2015-08-07,Chrome,1,6
36489,2015-01-02,2015-08-18,IE,0,1
36574,2015-01-02,2015-08-17,Chrome,0,5
36578,2015-01-02,2015-08-04,IE,1,3
36615,2015-01-02,2015-08-17,Chrome,1,4
36617,2015-01-02,2015-08-12,Safari,0,3
36637,2015-01-02,2015-08-16,Safari,1,1
36701,2015-01-02,2015-08-20,IE,0,1
36806,2015-01-02,2015-08-25,IE,0,3
36950,2015-01-02,2015-08-04,IE,1,2
36959,2015-01-02,2015-08-10,Chrome,0,6
37009,2015-01-02,2015-08-18,Safari,1,5
37113,2015-01-02,2015-08-26,IE,0,6
37129,2015-01-02,2015-08-14,Chrome,1,4
37147,2015-01-02,2015-08-21,Safari,0,1
37267,2015-01-02,2015-08-09,IE,1,3
37427,2015-01-02,2015-08-24,Chrome,0,3
37471,2015-01-02,2015-08-26,Chrome,1,6
37496,2015-01-02,2015-08-06,Chrome,0,6
37610,2015-01-02,2015-08-12,Chrome,0,4
37634,2015-01-02,2015-08-27,Chrome,0,3
37812,2015-01-02,2015-08-26,Firefox,1,3
37868,2015-01-02,2015-08-03,Chrome,0,6
38078,2015-01-02,2015-08-22,Chrome,1,7
38083,2015-01-02,2015-08-12,Chrome,0,9
38149,2015-01-02,2015-08-25,IE,1,3
38340,2015-01-02,2015-08-22,Chrome,0,4
38541,2015-01-02,2015-08-04,Chrome,1,2
38819,2015-01-02,2015-08-18,Chrome,0,3
38932,2015-01-02,2015-08-16,IE,0,2
38943,2015-01-02,2015-08-30,Safari,0,6
39026,2015-01-02,2015-08-08,Chrome,1,1
39051,2015-01-02,2015-08-06,Firefox,1,4
39112,2015-01-02,2015-08-07,Safari,0,2
39145,2015-01-02,2015-08-15,IE,1,2
39507,2015-01-02,2015-08-21,Chrome,0,4
39564,2015-01-02,2015-08-15,Chrome,1,3
39605,2015-01-02,2015-08-17,IE,0,6
39712,2015-01-02,2015-08-31,Chrome,1,4
39868,2015-01-02,2015-08-11,IE,0,7
39887,2015-01-02,2015-08-27,IE,1,2
40076,2015-01-02,2015-08-07,Chrome,1,5
40134,2015-01-02,2015-08-14,IE,1,6
40160,2015-01-02,2015-08-06,Chrome,1,6
40416,2015-01-02,2015-08-22,Firefox,1,4
40464,2015-01-02,2015-08-16,IE,1,5
40531,2015-01-02,2015-08-28,Firefox,1,5
40694,2015-01-02,2015-08-14,Chrome,1,5
40739,2015-01-02,2015-08-26,Chrome,0,2
40903,2015-01-02,2015-08-25,Chrome,0,6
40906,2015-01-02,2015-08-05,Chrome,1,4
41154,2015-01-02,2015-08-13,Safari,0,9
41307,2015-01-02,2015-08-05,IE,1,5
41524,2015-01-02,2015-08-03,Firefox,1,4
41547,2015-01-02,2015-08-21,IE,0,5
41554,2015-01-02,2015-08-13,Chrome,0,6
41755,2015-01-02,2015-08-17,Firefox,0,4
41916,2015-01-02,2015-08-21,IE,1,5
41960,2015-01-02,2015-08-19,Firefox,0,5
42019,2015-01-02,2015-08-07,Chrome,1,2
42060,2015-01-02,2015-08-20,Chrome,0,6
42065,2015-01-02,2015-08-29,IE,1,6
42117,2015-01-02,2015-08-31,IE,0,5
42162,2015-01-02,2015-08-10,Firefox,0,3
42231,2015-01-02,2015-08-21,Chrome,1,4
42385,2015-01-02,2015-08-06,Chrome,1,7
42423,2015-01-02,2015-08-01,IE,1,2
42503,2015-01-02,2015-08-24,Firefox,1,3
42521,2015-01-02,2015-08-04,Firefox,1,5
42548,2015-01-02,2015-08-28,IE,1,6
42570,2015-01-02,2015-08-16,Chrome,0,1
42621,2015-01-02,2015-08-25,Firefox,1,8
42654,2015-01-02,2015-08-24,IE,0,5
42737,2015-01-02,2015-08-12,IE,1,4
43161,2015-01-02,2015-08-26,Chrome,0,7
43179,2015-01-02,2015-08-29,Chrome,1,2
43193,2015-01-02,2015-08-04,Firefox,1,3
43212,2015-01-02,2015-08-01,IE,0,11
43246,2015-01-02,2015-08-07,Firefox,1,1
43296,2015-01-02,2015-08-10,Firefox,0,1
43313,2015-01-02,2015-08-25,Chrome,0,6
43353,2015-01-02,2015-08-07,IE,1,8
43568,2015-01-02,2015-08-18,IE,0,4
43721,2015-01-02,2015-08-24,Chrome,0,6
43787,2015-01-02,2015-08-12,Chrome,1,3
43791,2015-01-02,2015-08-18,IE,0,1
44205,2015-01-02,2015-08-18,IE,1,3
44322,2015-01-02,2015-08-31,Firefox,0,3
44365,2015-01-02,2015-08-29,Chrome,0,7
44370,2015-01-02,2015-08-22,Chrome,1,5
44597,2015-01-02,2015-08-01,Firefox,0,6
44630,2015-01-02,2015-08-06,Chrome,0,1
44968,2015-01-02,2015-08-13,IE,1,2
45065,2015-01-02,2015-08-25,Chrome,1,3
45145,2015-01-02,2015-08-29,IE,0,1
45228,2015-01-02,2015-08-24,IE,1,7
45382,2015-01-02,2015-08-04,IE,0,1
45412,2015-01-02,2015-08-26,Firefox,1,5
45427,2015-01-02,2015-08-06,Firefox,0,2
45568,2015-01-02,2015-08-17,IE,1,4
45694,2015-01-02,2015-08-28,IE,0,4
45953,2015-01-02,2015-08-04,Chrome,1,4
45962,2015-01-02,2015-08-02,Chrome,0,1
46024,2015-01-02,2015-08-09,Chrome,0,1
46080,2015-01-02,2015-08-25,Safari,1,4
46254,2015-01-02,2015-08-10,IE,0,7
46341,2015-01-02,2015-08-10,Firefox,0,7
46465,2015-01-02,2015-08-20,Chrome,1,5
46543,2015-01-02,2015-08-28,Safari,1,7
46555,2015-01-02,2015-08-03,Firefox,0,4
46641,2015-01-02,2015-08-31,Safari,0,4
46655,2015-01-02,2015-08-18,Safari,0,2
46759,2015-01-02,2015-08-10,Chrome,0,3
46822,2015-01-02,2015-08-16,Chrome,0,4
46856,2015-01-02,2015-08-26,IE,0,5
46938,2015-01-02,2015-08-21,Chrome,1,10
46976,2015-01-02,2015-08-19,Chrome,0,4
46995,2015-01-02,2015-08-13,Chrome,0,5
47372,2015-01-02,2015-08-20,IE,0,6
47443,2015-01-02,2015-08-14,Firefox,1,5
47455,2015-01-02,2015-08-14,Chrome,0,3
47539,2015-01-02,2015-08-20,Safari,1,5
47710,2015-01-02,2015-08-10,Firefox,1,1
47719,2015-01-02,2015-08-03,IE,1,4
47807,2015-01-02,2015-08-05,Chrome,1,1
48003,2015-01-02,2015-08-31,IE,0,7
48016,2015-01-02,2015-08-27,Firefox,1,5
48057,2015-01-02,2015-08-19,IE,1,5
48102,2015-01-02,2015-08-13,IE,0,6
48192,2015-01-02,2015-08-26,Chrome,1,7
48315,2015-01-02,2015-08-31,Chrome,1,4
48484,2015-01-02,2015-08-22,Chrome,0,3
48503,2015-01-02,2015-08-28,IE,0,4
48549,2015-01-02,2015-08-02,IE,0,2
48600,2015-01-02,2015-08-03,IE,0,4
48638,2015-01-02,2015-08-28,IE,0,6
48872,2015-01-02,2015-08-21,Chrome,1,5
48938,2015-01-02,2015-08-09,Chrome,1,4
48986,2015-01-02,2015-08-17,Safari,0,6
49081,2015-01-02,2015-08-11,Safari,1,2
